word_id,sentence_id,word,label,special_tags,is_correct,corrected_label,corrected_special_tags,is_dirty,notes
90,4,ang,FIL,,TRUE,FIL,,,
91,4,umuunlad,FIL,,TRUE,FIL,,,
92,4,?,OTH,,TRUE,OTH,,,
93,5,Nakakamiss,FIL,,TRUE,FIL,,,
94,5,ung,FIL,,TRUE,FIL,,,
95,5,mga,FIL,,TRUE,FIL,,,
96,5,gantong,FIL,,TRUE,FIL,,,
97,5,content,ENG,,TRUE,ENG,,,
98,5,ni,FIL,,TRUE,FIL,,,
99,5,kuya,FIL,,TRUE,FIL,,,
100,5,lloyd,OTH,NE,TRUE,OTH,,,
101,5,.,OTH,,TRUE,OTH,,,
113,7,Sa,FIL,,TRUE,FIL,,,
114,7,pamamagitan,FIL,,TRUE,FIL,,,
115,7,ng,FIL,,TRUE,FIL,,,
116,7,pagsunod,FIL,,TRUE,FIL,,,
117,7,sa,FIL,,TRUE,FIL,,,
118,7,daan,FIL,,TRUE,FIL,,,
119,7,na,FIL,,TRUE,FIL,,,
120,7,ginawa,FIL,,TRUE,FIL,,,
121,7,ng,FIL,,TRUE,FIL,,,
122,7,bundok,FIL,,TRUE,FIL,,,
123,7,",",OTH,,TRUE,OTH,,,
124,7,nagawa,FIL,,TRUE,FIL,,,
125,7,ng,FIL,,TRUE,FIL,,,
126,7,maliit,FIL,,TRUE,FIL,,,
127,7,na,FIL,,TRUE,FIL,,,
128,7,sapa,FIL,,TRUE,FIL,,,
129,7,na,FIL,,TRUE,FIL,,,
130,7,makabalik,FIL,,TRUE,FIL,,,
131,7,sa,FIL,,TRUE,FIL,,,
132,7,tahanan,FIL,,TRUE,FIL,,,
133,7,nito,FIL,,TRUE,FIL,,,
134,7,;,OTH,,TRUE,OTH,,,
135,7,sumama,FIL,,TRUE,FIL,,,
136,7,ito,FIL,,TRUE,FIL,,,
137,7,sa,FIL,,TRUE,FIL,,,
138,7,ilog,FIL,,TRUE,FIL,,,
139,7,",",OTH,,TRUE,OTH,,,
140,7,at,FIL,,TRUE,FIL,,,
141,7,dumaloy,FIL,,TRUE,FIL,,,
142,7,sa,FIL,,TRUE,FIL,,,
143,7,dagat,FIL,,TRUE,FIL,,,
144,7,.,OTH,,TRUE,OTH,,,
145,8,Sana,FIL,,TRUE,FIL,,,
146,8,maging,FIL,,TRUE,FIL,,,
147,8,ihimplo,FIL,,TRUE,FIL,,,
148,8,ka,FIL,,TRUE,FIL,,,
149,8,nang,FIL,,TRUE,FIL,,,
150,8,mga,FIL,,TRUE,FIL,,,
151,8,Youtuber,ENG,,TRUE,ENG,,,
152,8,.,OTH,,TRUE,OTH,,,
198,11,Dahil,FIL,,TRUE,FIL,,,
199,11,dito,FIL,,TRUE,FIL,,,
200,11,",",OTH,,TRUE,OTH,,,
201,11,48,OTH,,TRUE,OTH,,,
202,11,",",OTH,,TRUE,OTH,,,
203,11,530,OTH,,TRUE,OTH,,,
204,11,na,FIL,,TRUE,FIL,,,
205,11,ang,FIL,,TRUE,FIL,,,
206,11,total,ENG,,TRUE,ENG,,,
207,11,recoveries,ENG,,TRUE,ENG,,,
208,11,sa,FIL,,TRUE,FIL,,,
209,11,hanay,FIL,,TRUE,FIL,,,
210,11,ng,FIL,,TRUE,FIL,,,
211,11,PNP,OTH,ABB_NE,TRUE,OTH,,,
212,11,sa,FIL,,TRUE,FIL,,,
213,11,naturang,FIL,,TRUE,FIL,,,
214,11,sakit,FIL,,TRUE,FIL,,,
215,11,.,OTH,,TRUE,OTH,,,
225,13,Busy,ENG,,TRUE,ENG,,,
226,13,sa,FIL,,TRUE,FIL,,,
227,13,pagpapadami,FIL,,TRUE,FIL,,,
228,13,ng,FIL,,TRUE,FIL,,,
229,13,votes,ENG,,TRUE,ENG,,,
230,13,dun,FIL,,TRUE,FIL,,,
231,13,sa,FIL,,TRUE,FIL,,,
232,13,picture,ENG,,TRUE,ENG,,,
233,13,ni,FIL,,TRUE,FIL,,,
234,13,Belinda,OTH,NE,TRUE,OTH,,,
235,13,whahaaahah,OTH,EXPR,TRUE,OTH,,,
236,14,Kaya,FIL,,TRUE,FIL,,,
237,14,ito,FIL,,TRUE,FIL,,,
238,14,ngayon,FIL,,TRUE,FIL,,,
239,14,ang,FIL,,TRUE,FIL,,,
240,14,kinakatakutan,FIL,,TRUE,FIL,,,
241,14,ng,FIL,,TRUE,FIL,,,
242,14,mga,FIL,,TRUE,FIL,,,
243,14,tao,FIL,,TRUE,FIL,,,
244,14,sa,FIL,,TRUE,FIL,,,
245,14,amin,FIL,,TRUE,FIL,,,
246,14,.,OTH,,TRUE,OTH,,,
247,15,Ikaw,FIL,,TRUE,FIL,,,
248,15,pa,FIL,,TRUE,FIL,,,
249,15,rin,FIL,,TRUE,FIL,,,
250,15,ang,FIL,,TRUE,FIL,,,
251,15,pipiliin,FIL,,TRUE,FIL,,,
252,15,ko,FIL,,TRUE,FIL,,,
292,17,Alamin,FIL,,TRUE,FIL,,,
293,17,ang,FIL,,TRUE,FIL,,,
294,17,4S,OTH,ABB,TRUE,OTH,,,
295,17,LABAN,FIL,,TRUE,FIL,,,
296,17,SA,FIL,,TRUE,FIL,,,
297,17,DENGUE,ENG,NE,TRUE,ENG,,,
298,17,upang,FIL,,TRUE,FIL,,,
299,17,maiwasan,FIL,,TRUE,FIL,,,
300,17,ang,FIL,,TRUE,FIL,,,
301,17,sakit,FIL,,TRUE,FIL,,,
302,17,na,FIL,,TRUE,FIL,,,
303,17,ito,FIL,,TRUE,FIL,,,
304,17,sa,FIL,,TRUE,FIL,,,
305,17,ating,FIL,,TRUE,FIL,,,
306,17,komunidad,FIL,,TRUE,FIL,,,
307,17,.,OTH,,TRUE,OTH,,,
308,18,yung,FIL,,TRUE,FIL,,,
309,18,may,FIL,,TRUE,FIL,,,
310,18,natutunan,FIL,,TRUE,FIL,,,
311,18,ka,FIL,,TRUE,FIL,,,
312,18,ng,FIL,,TRUE,FIL,,,
313,18,recipe,ENG,,TRUE,ENG,,,
314,18,tapos,FIL,,TRUE,FIL,,,
315,18,ang,FIL,,TRUE,FIL,,,
316,18,gwapo,FIL,,TRUE,FIL,,,
317,18,pa,FIL,,TRUE,FIL,,,
318,18,ng,FIL,,TRUE,FIL,,,
319,18,chef,ENG,,TRUE,ENG,,,
320,18,!,OTH,,TRUE,OTH,,,
344,20,May,FIL,,TRUE,FIL,,,
345,20,mga,FIL,,TRUE,FIL,,,
346,20,bahagi,FIL,,TRUE,FIL,,,
347,20,din,FIL,,TRUE,FIL,,,
348,20,ito,FIL,,TRUE,FIL,,,
349,20,katulad,FIL,,TRUE,FIL,,,
350,20,ng,FIL,,TRUE,FIL,,,
351,20,mga,FIL,,TRUE,FIL,,,
352,20,talulot,FIL,,TRUE,FIL,,,
353,20,na,FIL,,TRUE,FIL,,,
354,20,napagkukunan,FIL,,TRUE,FIL,,,
355,20,ng,FIL,,TRUE,FIL,,,
356,20,.,OTH,,TRUE,OTH,,,
357,21,Huwag,FIL,,TRUE,FIL,,,
358,21,mong,FIL,,TRUE,FIL,,,
359,21,hamakin,FIL,,TRUE,FIL,,,
360,21,palagi,FIL,,TRUE,FIL,,,
361,21,ang,FIL,,TRUE,FIL,,,
362,21,iyong,FIL,,TRUE,FIL,,,
363,21,sarili,FIL,,TRUE,FIL,,,
364,21,.,OTH,,TRUE,OTH,,,
365,22,Wala,FIL,,TRUE,FIL,,,
366,22,nang,FIL,,TRUE,FIL,,,
367,22,ibang,FIL,,TRUE,FIL,,,
368,22,kayang,FIL,,TRUE,FIL,,,
369,22,gawin,FIL,,TRUE,FIL,,,
370,22,?,OTH,,TRUE,OTH,,,
371,23,Kulang,FIL,,TRUE,FIL,,,
372,23,pa,FIL,,TRUE,FIL,,,
373,23,yan,FIL,,TRUE,FIL,,,
374,23,kuya,FIL,,TRUE,FIL,,,
375,23,gawin,FIL,,TRUE,FIL,,,
376,23,mo,FIL,,TRUE,FIL,,,
377,23,anim,FIL,,TRUE,FIL,,,
378,23,ang,FIL,,TRUE,FIL,,,
379,23,puge,FIL,,FALSE,FIL,,,
380,23,mo,FIL,,TRUE,FIL,,,
381,23,naman,FIL,,TRUE,FIL,,,
423,25,Natanggal,FIL,,TRUE,FIL,,,
424,25,na,FIL,,TRUE,FIL,,,
425,25,sama,FIL,,TRUE,FIL,,,
426,25,ng,FIL,,TRUE,FIL,,,
427,25,loob,FIL,,TRUE,FIL,,,
428,25,ko,FIL,,TRUE,FIL,,,
429,25,ng,FIL,,TRUE,FIL,,,
430,25,dahil,FIL,,TRUE,FIL,,,
431,25,sa,FIL,,TRUE,FIL,,,
432,25,basketball,ENG,,TRUE,ENG,,,
433,26,mukhang,FIL,,TRUE,FIL,,,
434,26,sa,FIL,,TRUE,FIL,,,
435,26,literature,ENG,,TRUE,ENG,,,
436,26,pa,FIL,,TRUE,FIL,,,
437,26,ako,FIL,,TRUE,FIL,,,
438,26,babagsak,FIL,,TRUE,FIL,,,
439,26,ah,OTH,EXPR,TRUE,OTH,,,
472,31,lakas,FIL,,TRUE,FIL,,,
473,31,magbigay,FIL,,TRUE,FIL,,,
474,31,ng,FIL,,TRUE,FIL,,,
475,31,ano,FIL,,TRUE,FIL,,,
476,31,",",OTH,,TRUE,OTH,,,
477,31,di,FIL,,TRUE,FIL,,,
478,31,naman,FIL,,TRUE,FIL,,,
479,31,pala,FIL,,TRUE,FIL,,,
480,31,totoo,FIL,,TRUE,FIL,,,
497,34,na,FIL,,TRUE,FIL,,,
498,34,magtala,FIL,,TRUE,FIL,,,
499,34,ng,FIL,,TRUE,FIL,,,
500,34,pinakamataas,FIL,,TRUE,FIL,,,
501,34,na,FIL,,TRUE,FIL,,,
502,34,arawang,FIL,,TRUE,FIL,,,
503,34,pagtala,FIL,,TRUE,FIL,,,
504,34,ng,FIL,,TRUE,FIL,,,
505,34,mga,FIL,,TRUE,FIL,,,
506,34,kaso,FIL,,TRUE,FIL,,,
507,34,.,OTH,,TRUE,OTH,,,
508,35,Kung,FIL,,TRUE,FIL,,,
509,35,totoong,FIL,,TRUE,FIL,,,
510,35,may,FIL,,TRUE,FIL,,,
511,35,ibang,FIL,,TRUE,FIL,,,
512,35,tao,FIL,,TRUE,FIL,,,
513,35,na,FIL,,TRUE,FIL,,,
514,35,nagkanulo,FIL,,TRUE,FIL,,,
515,35,sa,FIL,,TRUE,FIL,,,
516,35,Diyos,FIL,NE,TRUE,FIL,,,
517,35,",",OTH,,TRUE,OTH,,,
518,35,tiyak,FIL,,TRUE,FIL,,,
519,35,na,FIL,,TRUE,FIL,,,
520,35,lubhang,FIL,,TRUE,FIL,,,
521,35,nasasaktan,FIL,,TRUE,FIL,,,
522,35,at,FIL,,TRUE,FIL,,,
523,35,nagdadalamhati,FIL,,TRUE,FIL,,,
524,35,ngayon,FIL,,TRUE,FIL,,,
525,35,ang,FIL,,TRUE,FIL,,,
526,35,Diyos,FIL,NE,TRUE,FIL,,,
527,35,",",OTH,,TRUE,OTH,,,
528,35,at,FIL,,TRUE,FIL,,,
529,35,dapat,FIL,,TRUE,FIL,,,
530,35,kong,FIL,,TRUE,FIL,,,
531,35,subukan,FIL,,TRUE,FIL,,,
532,35,ngayong,FIL,,TRUE,FIL,,,
533,35,aliwin,FIL,,TRUE,FIL,,,
534,35,ang,FIL,,TRUE,FIL,,,
535,35,puso,FIL,,TRUE,FIL,,,
536,35,ng,FIL,,TRUE,FIL,,,
537,35,Diyos,FIL,NE,TRUE,FIL,,,
538,35,sa,FIL,,TRUE,FIL,,,
539,35,pamamagitan,FIL,,TRUE,FIL,,,
540,35,ng,FIL,,TRUE,FIL,,,
541,35,aking,FIL,,TRUE,FIL,,,
542,35,sariling,FIL,,TRUE,FIL,,,
543,35,katapatan,FIL,,TRUE,FIL,,,
544,35,.,OTH,,TRUE,OTH,,,
600,38,Paano,FIL,,TRUE,FIL,,,
601,38,magiging,FIL,,TRUE,FIL,,,
602,38,kapareho,FIL,,TRUE,FIL,,,
603,38,ng,FIL,,TRUE,FIL,,,
604,38,Diyos,FIL,NE,TRUE,FIL,,,
605,38,ang,FIL,,TRUE,FIL,,,
606,38,Kanyang,FIL,,TRUE,FIL,,,
607,38,sangnilikha,FIL,,TRUE,FIL,,,
608,38,?,OTH,,TRUE,OTH,,,
609,39,Naghahanap,FIL,,TRUE,FIL,,,
610,39,po,FIL,,TRUE,FIL,,,
611,39,ako,FIL,,TRUE,FIL,,,
612,39,nang,FIL,,TRUE,FIL,,,
613,39,mas,FIL,,TRUE,FIL,,,
614,39,matanda,FIL,,TRUE,FIL,,,
615,39,sa,FIL,,TRUE,FIL,,,
616,39,akin,FIL,,TRUE,FIL,,,
617,39,.,OTH,,TRUE,OTH,,,
632,41,Kakahiya,FIL,,TRUE,FIL,,,
633,41,kayo,FIL,,TRUE,FIL,,,
634,41,GMA,OTH,ABB_NE,TRUE,OTH,,,
635,41,",",OTH,,TRUE,OTH,,,
636,41,hanap,FIL,,TRUE,FIL,,,
637,41,naman,FIL,,TRUE,FIL,,,
638,41,kayo,FIL,,TRUE,FIL,,,
639,41,ng,FIL,,TRUE,FIL,,,
640,41,sensitive,ENG,,TRUE,ENG,,,
641,41,na,FIL,,TRUE,FIL,,,
642,41,interviewee,ENG,,TRUE,ENG,,,
643,41,sa,FIL,,TRUE,FIL,,,
644,41,isyu,FIL,,TRUE,FIL,,,
645,41,.,OTH,,TRUE,OTH,,,
646,42,patapos,FIL,,TRUE,FIL,,,
647,42,na,FIL,,TRUE,FIL,,,
648,42,yung,FIL,,TRUE,FIL,,,
649,42,buwan,FIL,,TRUE,FIL,,,
650,42,ng,FIL,,TRUE,FIL,,,
651,42,oct,OTH,ABB,TRUE,OTH,,,
793,46,"""",OTH,,TRUE,OTH,,,
794,46,Ask,ENG,,TRUE,ENG,,,
795,46,ko,FIL,,TRUE,FIL,,,
796,46,lang,FIL,,TRUE,FIL,,,
797,46,sana,FIL,,TRUE,FIL,,,
798,46,if,ENG,,TRUE,ENG,,,
799,46,hindi,FIL,,TRUE,FIL,,,
800,46,ako,FIL,,TRUE,FIL,,,
801,46,nakakaistorbo,FIL,,TRUE,FIL,,,
802,46,sa,FIL,,TRUE,FIL,,,
803,46,pagbabasa,FIL,,TRUE,FIL,,,
804,46,mo,FIL,,TRUE,FIL,,,
805,46,"""",OTH,,TRUE,OTH,,,
806,46,"""",OTH,,TRUE,OTH,,,
807,46,Yes,ENG,,TRUE,ENG,,,
808,46,ok,ENG,,TRUE,ENG,,,
809,46,lang,FIL,,TRUE,FIL,,,
810,46,naman,FIL,,TRUE,FIL,,,
811,46,"""",OTH,,TRUE,OTH,,,
812,46,"""",OTH,,TRUE,OTH,,,
813,46,Bakit,FIL,,TRUE,FIL,,,
814,46,ba,FIL,,TRUE,FIL,,,
815,46,ang,FIL,,TRUE,FIL,,,
816,46,daming,FIL,,TRUE,FIL,,,
817,46,fangirls,ENG,,TRUE,ENG,,,
818,46,nila,FIL,,TRUE,FIL,,,
819,46,?,OTH,,TRUE,OTH,,,
842,48,Sa,FIL,,TRUE,FIL,,,
843,48,opisyal,FIL,,TRUE,FIL,,,
844,48,na,FIL,,TRUE,FIL,,,
845,48,pagkaluklok,FIL,,TRUE,FIL,,,
846,48,kay,FIL,,TRUE,FIL,,,
847,48,Velasco,OTH,NE,TRUE,OTH,,,
848,48,",",OTH,,TRUE,OTH,,,
849,48,ang,FIL,,TRUE,FIL,,,
850,48,bawat,FIL,,TRUE,FIL,,,
851,48,partido,FIL,,TRUE,FIL,,,
852,48,sa,FIL,,TRUE,FIL,,,
853,48,Kamara,FIL,NE,TRUE,FIL,,,
854,48,ay,FIL,,TRUE,FIL,,,
855,48,nagpahayag,FIL,,TRUE,FIL,,,
856,48,ng,FIL,,TRUE,FIL,,,
857,48,kanilang,FIL,,TRUE,FIL,,,
858,48,suportado,FIL,,TRUE,FIL,,,
859,48,sa,FIL,,TRUE,FIL,,,
860,48,liderato,FIL,,TRUE,FIL,,,
861,48,nito,FIL,,TRUE,FIL,,,
862,48,.,OTH,,TRUE,OTH,,,
970,54,Eh,OTH,EXPR,TRUE,OTH,,,
971,54,diba,FIL,,TRUE,FIL,,,
972,54,kayong,FIL,,TRUE,FIL,,,
973,54,mga,FIL,,TRUE,FIL,,,
974,54,bumoboto,FIL,,TRUE,FIL,,,
975,54,nakasalalay,FIL,,TRUE,FIL,,,
976,54,sa,FIL,,TRUE,FIL,,,
977,54,inyo,FIL,,TRUE,FIL,,,
978,54,kung,FIL,,TRUE,FIL,,,
979,54,sino,FIL,,TRUE,FIL,,,
980,54,ang,FIL,,TRUE,FIL,,,
981,54,ihahalal,FIL,,TRUE,FIL,,,
982,54,?,OTH,,TRUE,OTH,,,
983,55,Ang,FIL,,TRUE,FIL,,,
984,55,sarap,FIL,,TRUE,FIL,,,
985,55,nang,FIL,,TRUE,FIL,,,
986,55,feeling,ENG,,TRUE,ENG,,,
987,55,na,FIL,,TRUE,FIL,,,
988,55,may,FIL,,TRUE,FIL,,,
989,55,kaibigan,FIL,,TRUE,FIL,,,
990,55,ka,FIL,,TRUE,FIL,,,
991,55,na,FIL,,TRUE,FIL,,,
992,55,mahal,FIL,,TRUE,FIL,,,
993,55,.,OTH,,TRUE,OTH,,,
994,57,Hahaha,OTH,EXPR,TRUE,OTH,,,
995,57,sa,FIL,,TRUE,FIL,,,
996,57,tagal,FIL,,TRUE,FIL,,,
997,57,ngayon,FIL,,TRUE,FIL,,,
998,57,nalang,FIL,,TRUE,FIL,,,
999,57,nagkaron,FIL,,TRUE,FIL,,,
1000,57,ng,FIL,,TRUE,FIL,,,
1001,57,mahabang,FIL,,TRUE,FIL,,,
1002,57,title,ENG,,TRUE,ENG,,,
1003,57,hahaha,OTH,EXPR,TRUE,OTH,,,
1024,59,Sinasabing,FIL,,TRUE,FIL,,,
1025,59,pili,FIL,,TRUE,FIL,,,
1026,59,ang,FIL,,TRUE,FIL,,,
1027,59,mga,FIL,,TRUE,FIL,,,
1028,59,pinagsasarang,FIL,,TRUE,FIL,,,
1029,59,tindahan,FIL,,TRUE,FIL,,,
1030,59,.,OTH,,TRUE,OTH,,,
1031,60,Please,ENG,,TRUE,ENG,,,
1032,60,pasagot,FIL,,TRUE,FIL,,,
1033,60,po,FIL,,TRUE,FIL,,,
1034,60,ayoko,FIL,,TRUE,FIL,,,
1035,60,na,FIL,,TRUE,FIL,,,
1036,60,po,FIL,,TRUE,FIL,,,
1037,60,kasi,FIL,,TRUE,FIL,,,
1038,60,siyang,FIL,,TRUE,FIL,,,
1039,60,maging,FIL,,TRUE,FIL,,,
1040,60,prof,OTH,ABB,TRUE,OTH,,,
1041,60,ulit,FIL,,TRUE,FIL,,,
1042,60,sa,FIL,,TRUE,FIL,,,
1043,60,next,ENG,,TRUE,ENG,,,
1044,60,sem,OTH,ABB,TRUE,OTH,,,
1045,61,Bibigyan,FIL,,TRUE,FIL,,,
1046,61,natin,FIL,,TRUE,FIL,,,
1047,61,ng,FIL,,TRUE,FIL,,,
1048,61,flexibility,ENG,,TRUE,ENG,,,
1049,61,ang,FIL,,TRUE,FIL,,,
1050,61,ating,FIL,,TRUE,FIL,,,
1051,61,mga,FIL,,TRUE,FIL,,,
1052,61,government,ENG,,TRUE,ENG,,,
1053,61,chief,ENG,,TRUE,ENG,,,
1054,61,executive,ENG,,TRUE,ENG,,,
1055,61,para,FIL,,TRUE,FIL,,,
1056,61,i-determine,FIL,,TRUE,FIL,,,
1057,61,sino,FIL,,TRUE,FIL,,,
1058,61,ang,FIL,,TRUE,FIL,,,
1059,61,mga,FIL,,TRUE,FIL,,,
1060,61,kasama,FIL,,TRUE,FIL,,,
1061,61,sa,FIL,,TRUE,FIL,,,
1062,61,A5,OTH,ABB,TRUE,OTH,,,
1063,61,(,OTH,,TRUE,OTH,,,
1064,61,We,ENG,,TRUE,ENG,,,
1065,61,will,ENG,,TRUE,ENG,,,
1066,61,start,ENG,,TRUE,ENG,,,
1067,61,with,ENG,,TRUE,ENG,,,
1068,61,A4,OTH,ABB,TRUE,OTH,,,
1069,61,vaccination,ENG,,TRUE,ENG,,,
1070,61,in,ENG,,TRUE,ENG,,,
1071,61,NCR,OTH,ABB_NE,TRUE,OTH,,,
1072,61,Plus,ENG,,TRUE,ENG,,,
1073,61,8,OTH,,TRUE,OTH,,,
1074,61,.,OTH,,TRUE,OTH,,,
1090,63,Si,FIL,,TRUE,FIL,,,
1091,63,Vanessa,OTH,NE,TRUE,OTH,,,
1092,63,Valdez,OTH,NE,TRUE,OTH,,,
1093,63,na,FIL,,TRUE,FIL,,,
1094,63,isang,FIL,,TRUE,FIL,,,
1095,63,housekeeper,ENG,,TRUE,ENG,,,
1096,63,sa,FIL,,TRUE,FIL,,,
1097,63,Texas,ENG,NE,TRUE,ENG,,,
1098,63,ay,FIL,,TRUE,FIL,,,
1099,63,nagtuturo,FIL,,TRUE,FIL,,,
1100,63,kung,FIL,,TRUE,FIL,,,
1101,63,paano,FIL,,TRUE,FIL,,,
1102,63,linisin,FIL,,TRUE,FIL,,,
1103,63,ang,FIL,,TRUE,FIL,,,
1104,63,bawat,FIL,,TRUE,FIL,,,
1105,63,sulok,FIL,,TRUE,FIL,,,
1106,63,ng,FIL,,TRUE,FIL,,,
1107,63,bahay,FIL,,TRUE,FIL,,,
1108,63,.,OTH,,TRUE,OTH,,,
1209,66,Huwag,FIL,,TRUE,FIL,,,
1210,66,kayong,FIL,,TRUE,FIL,,,
1211,66,lalaban,FIL,,TRUE,FIL,,,
1212,66,baka,FIL,,TRUE,FIL,,,
1213,66,mabura,FIL,,TRUE,FIL,,,
1214,66,kayo,FIL,,TRUE,FIL,,,
1215,66,sa,FIL,,TRUE,FIL,,,
1216,66,mapa,FIL,,TRUE,FIL,,,
1217,67,Samantala,FIL,,TRUE,FIL,,,
1218,67,",",OTH,,TRUE,OTH,,,
1219,67,lumampas,FIL,,TRUE,FIL,,,
1220,67,na,FIL,,TRUE,FIL,,,
1221,67,sa,FIL,,TRUE,FIL,,,
1222,67,36,OTH,,TRUE,OTH,,,
1223,67,milyon,FIL,,TRUE,FIL,,,
1224,67,ang,FIL,,TRUE,FIL,,,
1225,67,dami,FIL,,TRUE,FIL,,,
1226,67,ng,FIL,,TRUE,FIL,,,
1227,67,mga,FIL,,TRUE,FIL,,,
1228,67,taong,FIL,,TRUE,FIL,,,
1229,67,nadapuan,FIL,,TRUE,FIL,,,
1230,67,ng,FIL,,TRUE,FIL,,,
1231,67,COVID-19,OTH,ABB_NE,TRUE,OTH,,,
1232,67,sa,FIL,,TRUE,FIL,,,
1233,67,buong,FIL,,TRUE,FIL,,,
1234,67,mundo,FIL,,TRUE,FIL,,,
1235,67,.,OTH,,TRUE,OTH,,,
1236,68,Sa,FIL,,TRUE,FIL,,,
1237,68,Budismo,FIL,NE,TRUE,FIL,,,
1238,68,",",OTH,,TRUE,OTH,,,
1239,68,ang,FIL,,TRUE,FIL,,,
1240,68,pagtatamo,FIL,,TRUE,FIL,,,
1241,68,ng,FIL,,TRUE,FIL,,,
1242,68,kawalang-kamatayan,FIL,,TRUE,FIL,,,
1243,68,ay,FIL,,TRUE,FIL,,,
1244,68,nangangahulugang,FIL,,TRUE,FIL,,,
1245,68,pagpasok,FIL,,TRUE,FIL,,,
1246,68,sa,FIL,,TRUE,FIL,,,
1247,68,Nirvana,OTH,NE,TRUE,OTH,,,
1248,68,",",OTH,,TRUE,OTH,,,
1249,68,ngunit,FIL,,TRUE,FIL,,,
1250,68,ano,FIL,,TRUE,FIL,,,
1251,68,ang,FIL,,TRUE,FIL,,,
1252,68,tawag,FIL,,TRUE,FIL,,,
1253,68,nila,FIL,,TRUE,FIL,,,
1254,68,dito,FIL,,TRUE,FIL,,,
1255,68,sa,FIL,,TRUE,FIL,,,
1256,68,Kristiyanismo,FIL,NE,TRUE,FIL,,,
1257,68,?,OTH,,TRUE,OTH,,,
1276,71,Baka,FIL,,TRUE,FIL,,,
1277,71,matalo,FIL,,TRUE,FIL,,,
1278,71,kayo,FIL,,TRUE,FIL,,,
1279,71,ng,FIL,,TRUE,FIL,,,
1280,71,jamill,OTH,NE,TRUE,OTH,,,
1281,71,haha,OTH,EXPR,TRUE,OTH,,,
1322,74,MagpaGA,OTH,ABB,TRUE,OTH,,,
1323,74,na,FIL,,TRUE,FIL,,,
1324,74,lang,FIL,,TRUE,FIL,,,
1325,74,kaya,FIL,,TRUE,FIL,,,
1326,74,ako,FIL,,TRUE,FIL,,,
1327,74,ng,FIL,,TRUE,FIL,,,
1328,74,bigas,FIL,,TRUE,FIL,,,
1329,74,para,FIL,,TRUE,FIL,,,
1330,74,sa,FIL,,TRUE,FIL,,,
1331,74,birthday,ENG,,TRUE,ENG,,,
1332,74,ni,FIL,,TRUE,FIL,,,
1333,74,Woozi,OTH,NE,TRUE,OTH,,,
1334,74,?,OTH,,TRUE,OTH,,,
1378,77,kawawa,FIL,,TRUE,FIL,,,
1379,77,ang,FIL,,TRUE,FIL,,,
1380,77,mga,FIL,,TRUE,FIL,,,
1381,77,kabataan,FIL,,TRUE,FIL,,,
1382,77,dahil,FIL,,TRUE,FIL,,,
1383,77,sa,FIL,,TRUE,FIL,,,
1384,77,drugs,ENG,,TRUE,ENG,,,
1385,77,na,FIL,,TRUE,FIL,,,
1386,77,yan,FIL,,TRUE,FIL,,,
1399,79,Sa,FIL,,TRUE,FIL,,,
1400,79,buong,FIL,,TRUE,FIL,,,
